pk_column,requested_datetime,closed_date,updated_datetime,open,closed,service_name,lat,long,district,deltaDate
6600,2018-03-06T14:42:00,2018-03-28T08:52:00,2018-03-28T08:52:00,0,1,Graffiti,32.705395,-117.148408333,3,22
6601,2018-03-06T14:41:00,2018-03-20T12:34:00,2018-03-20T12:35:00,0,1,Graffiti,32.70512,-117.149238833,8,14
6603,2018-03-06T14:40:00,2018-04-19T11:24:00,2018-04-19T11:24:00,0,1,Graffiti,32.7049916667,-117.144927833,8,44
6604,2018-03-06T14:40:00,2018-04-19T10:38:00,2018-04-19T10:38:00,0,1,Graffiti,32.7047166667,-117.1449445,8,44
6605,2018-03-06T14:39:00,2018-04-19T14:10:00,2018-04-19T14:10:00,0,1,Graffiti,32.7048033333,-117.14495,8,44
6606,2018-03-06T14:39:00,2018-04-07T10:06:00,2018-04-07T10:06:00,0,1,Graffiti,32.7050083333,-117.145036167,8,32
6607,2018-03-06T14:39:00,2018-04-19T14:04:00,2018-04-19T14:04:00,0,1,Graffiti,32.7054283333,-117.144683333,8,44
6608,2018-03-06T14:38:00,2018-04-26T11:29:00,2018-04-26T11:29:00,0,1,Graffiti,32.70522,-117.146208333,8,51
6609,2018-03-06T14:37:00,2018-04-10T15:16:00,2018-04-10T15:17:00,0,1,Graffiti,32.7052116667,-117.146277833,8,35
6610,2018-03-06T14:36:00,2018-04-20T14:53:00,2018-04-20T14:53:00,0,1,Graffiti,32.7052083333,-117.146286167,8,45
6611,2018-03-06T14:36:00,2018-04-07T10:07:00,2018-04-07T10:07:00,0,1,Graffiti,32.70515,-117.146041667,8,32
6612,2018-03-06T13:53:00,2018-03-13T10:42:00,2018-03-13T10:43:00,0,1,Graffiti,32.9390474329,-117.182568751,1,7
6613,2018-03-06T13:47:00,2018-04-04T10:53:00,2018-04-04T10:53:00,0,1,Graffiti,32.749415,-117.0852543,9,29
6614,2018-03-06T13:45:00,2018-03-21T09:55:00,2018-03-21T09:56:00,0,1,Graffiti,32.7497138,-117.0882111,9,15
6615,2018-03-06T13:43:00,2018-04-17T11:06:00,2018-04-17T11:06:00,0,1,Graffiti,32.7493037,-117.0873999,9,42
6617,2018-03-06T12:20:00,2018-09-14T14:22:00,2018-09-17T10:51:00,0,1,Graffiti,32.708395,-117.0809343,4,192
6619,2018-03-06T12:16:00,2018-04-18T09:38:00,2018-04-18T09:39:00,0,1,Graffiti,32.7125087,-117.0848267,4,43
6620,2018-03-06T12:16:00,2018-03-28T09:12:00,2018-03-28T09:12:00,0,1,Graffiti,32.7114031,-117.1422615,8,22
6621,2018-03-06T12:14:00,2018-04-04T11:28:00,2018-04-04T11:28:00,0,1,Graffiti,32.701436,-117.1180877,9,29
6623,2018-03-06T12:11:00,2018-04-17T14:33:00,2018-04-17T14:33:00,0,1,Graffiti,32.7014541,-117.1137558,9,42
6624,2018-03-06T12:09:00,2018-04-07T10:06:00,2018-04-07T10:06:00,0,1,Graffiti,32.7015017,-117.1109636,9,32
6625,2018-03-06T12:09:00,2018-04-07T10:06:00,2018-04-07T10:06:00,0,1,Graffiti,32.7007792,-117.1049425,9,32
6627,2018-03-06T12:08:00,2018-04-04T11:32:00,2018-04-04T11:32:00,0,1,Graffiti,32.6994566,-117.1018875,4,29
6629,2018-03-06T12:04:00,2018-05-25T11:00:00,2018-05-25T11:00:00,0,1,Graffiti,32.7044803,-117.0940379,4,80
6631,2018-03-06T12:00:00,2018-05-25T11:00:00,2018-05-25T11:00:00,0,1,Graffiti,32.7091252,-117.0938586,4,80
6632,2018-03-06T11:58:00,2018-04-04T13:45:00,2018-04-04T13:45:00,0,1,Graffiti,32.7121486,-117.0942557,4,29
6633,2018-03-06T11:58:00,2018-03-13T09:56:00,2018-03-13T09:56:00,0,1,Graffiti,32.561617,-117.075499,8,7
6635,2018-03-06T11:49:00,2018-05-25T11:01:00,2018-05-25T11:01:00,0,1,Graffiti,32.720374,-117.093359,4,80
6636,2018-03-06T11:46:00,2018-04-27T14:35:00,2018-04-27T14:35:00,0,1,Graffiti,32.7210935,-117.0878434,4,52
6637,2018-03-06T11:44:00,2018-05-04T13:46:00,2018-05-04T13:46:00,0,1,Graffiti,32.71567,-117.127542,3,59
6638,2018-03-06T11:42:00,2018-05-17T15:00:00,2018-05-17T15:00:00,0,1,Graffiti,32.7157436405,-117.127496442,3,72
6639,2018-03-06T10:30:00,2018-03-28T09:11:00,2018-03-28T09:11:00,0,1,Graffiti,32.711659,-117.142842,8,22
6641,2018-03-06T10:23:00,2018-03-29T10:38:00,2018-03-29T10:38:00,0,1,Graffiti,32.708588,-117.14944,3,23
6643,2018-03-06T10:20:00,2018-04-12T13:23:00,2018-04-12T13:23:00,0,1,Graffiti,32.706149,-117.14959,3,37
6644,2018-03-06T10:13:00,2018-04-12T13:20:00,2018-04-12T13:21:00,0,1,Graffiti,32.706149,-117.14959,3,37
6645,2018-03-06T10:12:00,2018-03-28T09:16:00,2018-03-28T09:16:00,0,1,Graffiti,32.706279,-117.149725,3,22
6646,2018-03-06T10:07:00,2018-04-17T10:21:00,2018-04-17T10:22:00,0,1,Graffiti,32.706365,-117.153204,3,42
6647,2018-03-06T09:17:00,2018-04-17T10:16:00,2018-04-17T10:16:00,0,1,Graffiti,32.706095,-117.153077,3,42
6649,2018-03-06T09:12:00,2018-04-12T13:31:00,2018-04-12T13:32:00,0,1,Graffiti,32.706294,-117.155648,3,37
6650,2018-03-06T09:11:00,2018-04-17T10:01:00,2018-04-17T10:01:00,0,1,Graffiti,32.706382,-117.155677,3,42
6652,2018-03-06T09:08:00,2018-03-13T10:55:00,2018-03-13T10:55:00,0,1,Graffiti,32.705562,-117.157075,3,7
6653,2018-03-06T09:07:00,2018-03-13T11:05:00,2018-03-13T11:05:00,0,1,Graffiti,32.705635,-117.15719,3,7
6654,2018-03-06T09:06:00,2018-03-13T13:12:00,2018-03-13T13:12:00,0,1,Graffiti,32.706327,-117.158251,3,7
6655,2018-03-06T09:05:00,2018-03-13T13:15:00,2018-03-13T13:15:00,0,1,Graffiti,32.706522,-117.158641,3,7
6656,2018-03-06T09:02:00,2018-03-13T13:23:00,2018-03-13T13:23:00,0,1,Graffiti,32.707775,-117.160485,3,7
6657,2018-03-06T08:59:00,2018-03-13T13:33:00,2018-03-13T13:34:00,0,1,Graffiti,32.708649,-117.162833,3,7
6658,2018-03-06T08:57:00,2018-03-29T10:16:00,2018-03-29T10:16:00,0,1,Graffiti,32.709268,-117.163653,3,23
6662,2018-03-06T06:34:00,2018-03-21T12:26:00,2018-03-21T12:26:00,0,1,Graffiti,32.7501616667,-117.252091667,2,15
6663,2018-03-06T00:44:00,2018-03-19T14:23:00,2018-03-19T14:23:00,0,1,Graffiti,32.7162274,-117.1229594,3,13
6664,2018-03-05T23:26:00,2018-04-04T10:07:00,2018-04-04T10:07:00,0,1,Graffiti,32.8329967,-117.0473714,7,30
6665,2018-03-05T22:37:00,2018-03-28T11:09:00,2018-03-28T11:09:00,0,1,Graffiti,32.7003598,-117.1402395,8,23
6666,2018-03-05T17:50:00,2018-03-21T11:25:00,2018-03-21T11:25:00,0,1,Graffiti,32.7532827,-117.0923481,9,16
6667,2018-03-05T17:49:00,2018-03-13T13:58:00,2018-03-13T13:58:00,0,1,Graffiti,32.7069058861,-117.131057158,8,8
6668,2018-03-05T17:49:00,2018-03-15T09:16:00,2018-03-15T09:16:00,0,1,Graffiti,32.752851,-117.087513,9,10
6669,2018-03-05T17:47:00,2018-03-15T09:19:00,2018-03-15T09:19:00,0,1,Graffiti,32.753286,-117.0913254,9,10
6670,2018-03-05T17:45:00,2018-03-15T09:20:00,2018-03-15T09:20:00,0,1,Graffiti,32.7552654,-117.0963701,9,10
6671,2018-03-05T17:34:00,2018-05-25T10:57:00,2018-05-25T10:57:00,0,1,Graffiti,32.7505371098,-117.240074576,2,81
6674,2018-03-05T16:21:00,2018-03-12T09:19:00,2018-03-12T09:19:00,0,1,Graffiti,32.8018225,-117.2218071,2,7
6675,2018-03-05T16:19:00,2018-03-13T14:02:00,2018-03-13T14:02:00,0,1,Graffiti,32.692931,-117.032911,4,8
6676,2018-03-05T16:09:00,2018-03-09T10:26:00,2018-03-09T10:26:00,0,1,Graffiti,32.799781,-117.241347,2,4
6677,2018-03-05T16:07:00,2018-03-13T13:59:00,2018-03-13T13:59:00,0,1,Graffiti,32.712777,-117.058073,4,8
6678,2018-03-05T16:06:00,2018-03-13T13:58:00,2018-03-13T13:58:00,0,1,Graffiti,32.712791,-117.058044,4,8
6679,2018-03-05T15:57:00,2018-03-09T10:17:00,2018-03-09T10:17:00,0,1,Graffiti,32.80457,-117.224953333,2,4
6680,2018-03-05T15:50:00,2018-03-15T09:20:00,2018-03-15T09:20:00,0,1,Graffiti,32.817757,-117.186092,6,10
6681,2018-03-05T15:26:00,2018-03-09T09:53:00,2018-03-09T09:53:00,0,1,Graffiti,32.834381,-117.18967,6,4
6682,2018-03-05T15:25:00,2018-03-22T08:09:00,2018-03-22T08:09:00,0,1,Graffiti,32.834369,-117.189528,6,17
6683,2018-03-05T15:21:00,2018-03-09T09:44:00,2018-03-09T09:44:00,0,1,Graffiti,32.834546,-117.183993,6,4
6684,2018-03-05T15:10:00,2018-03-09T08:55:00,2018-03-09T08:55:00,0,1,Graffiti,32.9711224142,-117.153492308,5,4
6685,2018-03-05T14:59:00,2018-03-26T14:03:00,2018-03-26T14:03:00,0,1,Graffiti,32.6989786509,-117.062971194,4,21
6688,2018-03-05T13:55:00,2018-03-12T11:23:00,2018-03-12T11:24:00,0,1,Graffiti,32.748169,-117.160489,3,7
6689,2018-03-05T13:54:00,2018-03-12T11:26:00,2018-03-12T11:26:00,0,1,Graffiti,32.74819,-117.160513,3,7
6690,2018-03-05T10:44:00,2018-03-08T11:27:00,2018-03-08T11:27:00,0,1,Graffiti,32.7012411951,-117.118761625,9,3
6691,2018-03-05T10:40:00,2018-03-20T11:38:00,2018-03-20T11:38:00,0,1,Graffiti,32.6862265,-117.1059134,8,15
6693,2018-03-05T10:08:00,2018-04-04T10:51:00,2018-04-04T10:51:00,0,1,Graffiti,32.749175,-117.085725,9,30
6695,2018-03-05T09:44:00,2018-03-08T10:32:00,2018-03-08T10:32:00,0,1,Graffiti,32.7523883333,-117.140113833,3,3
6696,2018-03-05T09:28:00,2018-03-08T09:25:00,2018-03-08T09:25:00,0,1,Graffiti,32.7496671724,-117.171463547,3,3
6697,2018-03-05T09:19:00,2018-03-15T09:15:00,2018-03-15T09:15:00,0,1,Graffiti,32.7048130326,-117.146704052,8,10
6698,2018-03-05T08:27:00,2018-03-15T09:19:00,2018-03-15T09:19:00,0,1,Graffiti,32.8170857607,-117.175399451,6,10
6701,2018-03-04T21:14:00,2018-03-27T14:56:00,2018-03-27T14:56:00,0,1,Graffiti,32.7549079405,-117.11721001,9,23
6704,2018-03-04T12:32:00,2018-03-07T12:51:00,2018-03-07T12:51:00,0,1,Graffiti,32.7438656382,-117.186348208,2,3
6705,2018-03-04T12:28:00,2018-03-08T09:03:00,2018-03-08T09:03:00,0,1,Graffiti,32.7419196116,-117.186952215,2,4
6706,2018-03-04T12:21:00,2018-03-08T10:46:00,2018-03-08T10:46:00,0,1,Graffiti,32.7429377614,-117.189218179,2,4
6707,2018-03-04T12:18:00,2018-03-07T12:58:00,2018-03-07T12:58:00,0,1,Graffiti,32.7428413293,-117.189291928,2,3
6708,2018-03-04T11:11:00,2018-03-26T12:43:00,2018-03-26T12:43:00,0,1,Graffiti,32.736319,-117.087148,4,22
6709,2018-03-04T11:10:00,2018-03-26T12:43:00,2018-03-26T12:43:00,0,1,Graffiti,32.736167,-117.087304,4,22
6710,2018-03-04T10:53:00,2018-03-15T09:19:00,2018-03-15T09:19:00,0,1,Graffiti,32.8175648628,-117.187072076,6,11
6711,2018-03-04T09:11:00,2018-03-19T14:22:00,2018-03-19T14:22:00,0,1,Graffiti,32.693213175,-117.102379853,9,15
6712,2018-03-04T07:43:00,2018-03-09T08:26:00,2018-03-09T08:26:00,0,1,Graffiti,32.7511604,-117.0791376,9,5
6713,2018-03-04T07:42:00,2018-03-23T15:09:00,2018-03-23T15:09:00,0,1,Graffiti,32.7489554,-117.0797903,9,19
6717,2018-03-03T17:35:00,2018-03-08T13:06:00,2018-03-08T13:06:00,0,1,Graffiti,32.7628785707,-117.128206728,3,5
6718,2018-03-03T17:33:00,2018-03-07T10:43:00,2018-03-07T10:43:00,0,1,Graffiti,32.7168141142,-117.130374648,3,4
6719,2018-03-03T17:18:00,2018-03-15T13:08:00,2018-03-15T13:08:00,0,1,Graffiti,32.706096,-117.093425,4,12
6721,2018-03-03T16:37:00,2018-03-07T10:30:00,2018-03-07T10:31:00,0,1,Graffiti,32.7763261088,-117.252272721,2,4
6722,2018-03-03T16:29:00,2018-03-08T07:55:00,2018-03-08T07:55:00,0,1,Graffiti,32.7708226804,-117.074284026,9,5
6723,2018-03-03T16:22:00,2018-03-08T08:04:00,2018-03-08T08:04:00,0,1,Graffiti,32.7716706184,-117.071786083,9,5
6726,2018-03-03T15:19:00,2018-03-13T13:58:00,2018-03-13T13:58:00,0,1,Graffiti,32.7084171865,-117.123575136,8,10
6727,2018-03-03T15:19:00,2018-03-16T13:05:00,2018-03-16T13:05:00,0,1,Graffiti,32.7084244788,-117.123614447,8,13
6728,2018-03-03T15:19:00,2018-03-07T09:59:00,2018-03-07T09:59:00,0,1,Graffiti,32.7083228901,-117.123544375,8,4
6730,2018-03-03T13:03:00,2018-03-08T10:15:00,2018-03-08T10:15:00,0,1,Graffiti,32.7085163445,-117.123496933,8,5
6731,2018-03-03T12:45:00,2018-03-19T14:10:00,2018-03-19T14:10:00,0,1,Graffiti,32.6933090575,-117.033178322,4,16
6732,2018-03-03T12:29:00,2018-03-15T13:09:00,2018-03-15T13:09:00,0,1,Graffiti,32.694270839,-117.031505965,4,12
6733,2018-03-03T12:25:00,2018-03-15T09:50:00,2018-03-15T09:50:00,0,1,Graffiti,32.6942460705,-117.031635633,4,12
6734,2018-03-03T11:59:00,2018-03-19T14:10:00,2018-03-19T14:10:00,0,1,Graffiti,32.6958812541,-117.028863402,4,16
6736,2018-03-03T11:14:00,2018-03-08T11:04:00,2018-03-08T11:04:00,0,1,Graffiti,32.6890663737,-117.102517248,8,5
6737,2018-03-03T10:34:00,2018-03-22T08:10:00,2018-03-22T08:10:00,0,1,Graffiti,32.834558,-117.192262,6,19
6738,2018-03-03T10:13:00,2018-03-13T10:17:00,2018-03-13T10:17:00,0,1,Graffiti,33.0233664419,-117.080571695,5,10
6739,2018-03-03T09:15:00,2018-03-08T10:59:00,2018-03-08T10:59:00,0,1,Graffiti,32.7287188266,-117.213827698,2,5
6741,2018-03-03T08:48:00,2018-03-07T11:26:00,2018-03-07T11:26:00,0,1,Graffiti,32.7252566815,-117.197192805,2,4
6742,2018-03-03T08:19:00,2018-05-04T10:46:00,2018-05-04T10:46:00,0,1,Graffiti,32.751637,-117.116145,9,62
6743,2018-03-03T08:16:00,2018-05-04T10:46:00,2018-05-04T10:46:00,0,1,Graffiti,32.751643,-117.116218,9,62
6744,2018-03-03T08:16:00,2018-03-27T14:55:00,2018-03-27T14:55:00,0,1,Graffiti,32.759053,-117.114076,3,24
6745,2018-03-03T00:40:00,2018-03-07T12:57:00,2018-03-07T12:57:00,0,1,Graffiti,32.7167985449,-117.137098666,3,4
6746,2018-03-03T00:38:00,2018-03-07T10:05:00,2018-03-07T10:05:00,0,1,Graffiti,32.71680546,-117.136259135,3,4
6747,2018-03-02T20:27:00,2018-03-15T13:11:00,2018-03-15T13:11:00,0,1,Graffiti,32.7492278,-117.0921413,9,13
6748,2018-03-02T20:26:00,2018-03-09T08:18:00,2018-03-09T08:18:00,0,1,Graffiti,32.760009,-117.070438,9,7
6749,2018-03-02T18:38:00,2018-03-09T10:16:00,2018-03-09T10:16:00,0,1,Graffiti,32.7092033333,-117.070541667,4,7
6751,2018-03-02T18:33:00,2018-03-27T11:06:00,2018-03-27T11:06:00,0,1,Graffiti,32.7087283333,-117.072961167,4,25
6752,2018-03-02T17:48:00,2018-03-07T10:58:00,2018-03-07T10:59:00,0,1,Graffiti,32.7496553958,-117.251551626,2,5
6753,2018-03-02T16:46:00,2018-03-09T10:11:00,2018-03-09T10:11:00,0,1,Graffiti,32.744057,-117.108223,9,7
6755,2018-03-02T15:58:00,2018-03-13T08:00:00,2018-03-13T08:00:00,0,1,Graffiti,32.7459530672,-117.053118534,4,11
6756,2018-03-02T15:13:00,2018-03-09T09:46:00,2018-03-09T09:47:00,0,1,Graffiti,32.71028216,-117.063828847,4,7
6758,2018-03-02T15:06:00,2018-03-09T09:37:00,2018-03-09T09:37:00,0,1,Graffiti,32.7099608397,-117.064143336,4,7
6759,2018-03-02T15:06:00,2018-03-09T09:33:00,2018-03-09T09:34:00,0,1,Graffiti,32.709952835,-117.064135792,4,7
6760,2018-03-02T15:04:00,2018-03-09T09:19:00,2018-03-09T09:19:00,0,1,Graffiti,32.7097474784,-117.063979386,4,7
6761,2018-03-02T15:03:00,2018-03-09T09:24:00,2018-03-09T09:25:00,0,1,Graffiti,32.7097422816,-117.063993299,4,7
6763,2018-03-02T14:49:00,2018-03-16T13:47:00,2018-03-16T13:47:00,0,1,Graffiti,32.7103822399,-117.08690607,4,14
6764,2018-03-02T14:29:00,2018-03-16T13:38:00,2018-03-16T13:38:00,0,1,Graffiti,32.7099633333,-117.090552833,4,14
6766,2018-03-02T14:26:00,2018-03-16T13:39:00,2018-03-16T13:39:00,0,1,Graffiti,32.7099716667,-117.090552833,4,14
6767,2018-03-02T13:56:00,2018-06-01T11:00:00,2018-06-01T11:00:00,0,1,Graffiti,32.7480053134,-117.113146484,9,91
6768,2018-03-02T13:48:00,2018-03-15T13:11:00,2018-03-15T13:11:00,0,1,Graffiti,32.7459521699,-117.108143551,9,13
6769,2018-03-02T13:43:00,2018-03-07T08:40:00,2018-03-07T08:40:00,0,1,Graffiti,32.7780009534,-117.114724348,7,5
6771,2018-03-02T13:31:00,2018-03-16T14:59:00,2018-03-16T14:59:00,0,1,Graffiti,32.7206116667,-117.093461167,4,14
6772,2018-03-02T13:30:00,2018-03-09T10:31:00,2018-03-09T10:32:00,0,1,Graffiti,32.7047114214,-117.085521966,4,7
6773,2018-03-02T13:24:00,2018-03-09T10:42:00,2018-03-09T10:42:00,0,1,Graffiti,32.7043408994,-117.093721815,4,7
6774,2018-03-02T13:00:00,2018-03-16T14:55:00,2018-03-16T14:55:00,0,1,Graffiti,32.688232,-117.103886,8,14
6775,2018-03-02T11:47:00,2018-03-07T13:39:00,2018-03-07T13:39:00,0,1,Graffiti,32.688936,-117.114896,9,5
6776,2018-03-02T11:35:00,2018-03-07T13:21:00,2018-03-07T13:22:00,0,1,Graffiti,32.7552569798,-117.192851482,3,5
6777,2018-03-02T11:25:00,2018-03-06T13:06:00,2018-03-06T13:06:00,0,1,Graffiti,32.7561272728,-117.235315377,2,4
6778,2018-03-02T11:10:00,2018-03-08T10:50:00,2018-03-08T10:50:00,0,1,Graffiti,32.736977,-117.102914,9,6
6780,2018-03-02T09:16:00,2018-03-07T09:00:00,2018-03-07T09:00:00,0,1,Graffiti,32.7788138558,-117.126770472,7,5
6781,2018-03-02T08:58:00,2018-03-20T10:36:00,2018-03-20T10:36:00,0,1,Graffiti,32.7158815608,-117.055689951,4,18
6783,2018-03-02T07:29:00,2018-03-09T08:06:00,2018-03-09T08:06:00,0,1,Graffiti,32.768722337,-117.042009539,9,7
6784,2018-03-01T22:38:00,2018-03-12T14:37:00,2018-03-12T14:37:00,0,1,Graffiti,32.7601967287,-117.130314354,3,11
6785,2018-03-01T17:57:00,2018-03-03T00:03:00,2018-03-03T00:04:00,0,1,Graffiti,32.7082883333,-117.146941667,8,2
6786,2018-03-01T17:39:00,2018-03-06T09:43:00,2018-03-06T09:43:00,0,1,Graffiti,32.8093994341,-117.219390359,2,5
6787,2018-03-01T16:49:00,2018-03-01T17:01:00,2018-03-01T17:01:00,0,1,Graffiti,32.688241,-117.102759,8,0
6789,2018-03-01T16:27:00,2018-03-06T10:00:00,2018-03-06T10:00:00,0,1,Graffiti,32.730281,-117.167531,3,5
6790,2018-03-01T14:54:00,2018-03-08T13:13:00,2018-03-08T13:13:00,0,1,Graffiti,32.76324,-117.121854,3,7
6791,2018-03-01T11:57:00,2018-03-12T14:46:00,2018-03-12T14:47:00,0,1,Graffiti,32.5755226532,-117.066594641,8,11
6792,2018-03-01T11:22:00,2018-03-07T08:23:00,2018-03-07T08:24:00,0,1,Graffiti,32.737642228,-117.169913776,3,6
6793,2018-03-01T09:37:00,2018-03-12T14:35:00,2018-03-12T14:35:00,0,1,Graffiti,32.7532953348,-117.115737584,9,11
6794,2018-03-01T09:29:00,2018-05-03T14:26:00,2018-05-03T14:26:00,0,1,Graffiti,32.7520220636,-117.098183413,9,63
6795,2018-03-01T09:27:00,2018-04-20T10:21:00,2018-04-20T10:21:00,0,1,Graffiti,32.7526093694,-117.098190099,9,50
6797,2018-03-01T08:04:00,2018-03-02T13:19:00,2018-03-02T13:19:00,0,1,Graffiti,32.7555092331,-117.146516824,3,1
6798,2018-02-28T23:09:00,2018-03-12T14:30:00,2018-03-12T14:30:00,0,1,Graffiti,32.552732,-117.045147,8,12
6799,2018-02-28T20:15:00,2018-03-21T11:04:00,2018-03-21T11:05:00,0,1,Graffiti,32.7134654277,-117.110859097,9,21
6800,2018-02-28T17:40:00,2018-03-08T10:25:00,2018-03-08T10:26:00,0,1,Graffiti,32.736691,-117.10349,9,8
6801,2018-02-28T16:48:00,2018-03-12T14:34:00,2018-03-12T14:34:00,0,1,Graffiti,32.7642193297,-117.114179358,3,12
6802,2018-02-28T16:15:00,2018-03-06T13:53:00,2018-03-06T13:53:00,0,1,Graffiti,32.71683048,-117.130456043,3,6
6803,2018-02-28T15:44:00,2018-03-08T09:32:00,2018-03-08T09:32:00,0,1,Graffiti,32.731966,-117.100969,9,8
6804,2018-02-28T15:22:00,2018-03-03T00:03:00,2018-03-03T00:04:00,0,1,Graffiti,32.7041002969,-117.095677899,4,3
6805,2018-02-28T14:59:00,2018-03-12T14:30:00,2018-03-12T14:30:00,0,1,Graffiti,32.562886,-117.046624,8,12
6806,2018-02-28T14:51:00,2018-04-05T09:13:00,2018-04-05T09:13:00,0,1,Graffiti,32.565821,-117.049682,8,36
6807,2018-02-28T14:49:00,2018-03-12T14:30:00,2018-03-12T14:30:00,0,1,Graffiti,32.565868,-117.049693,8,12
6808,2018-02-28T12:41:00,2018-03-02T12:56:00,2018-03-02T12:57:00,0,1,Graffiti,32.7502550371,-117.132765977,3,2
6809,2018-02-28T12:10:00,2018-03-03T00:03:00,2018-03-03T00:04:00,0,1,Graffiti,32.743516,-117.163492,3,3
6810,2018-02-28T12:07:00,2018-03-03T00:03:00,2018-03-03T00:04:00,0,1,Graffiti,32.744289,-117.163676,3,3
6811,2018-02-28T11:55:00,2018-03-15T13:10:00,2018-03-15T13:10:00,0,1,Graffiti,32.7467967696,-117.06139744,4,15
6812,2018-02-28T11:45:00,2018-03-13T13:20:00,2018-03-13T13:20:00,0,1,Graffiti,32.7521828329,-117.195493206,3,13
6813,2018-02-28T11:40:00,2018-03-02T13:44:00,2018-03-02T13:44:00,0,1,Graffiti,32.7537419508,-117.198571712,3,2
6814,2018-02-28T11:39:00,2018-03-21T09:16:00,2018-03-21T09:16:00,0,1,Graffiti,32.7538129036,-117.198646814,3,21
6815,2018-02-28T11:21:00,2018-03-08T10:46:00,2018-03-08T10:46:00,0,1,Graffiti,32.737033,-117.102898,9,8
6816,2018-02-28T11:17:00,2018-03-08T10:48:00,2018-03-08T10:48:00,0,1,Graffiti,32.736976,-117.102934,9,8
6817,2018-02-28T10:50:00,2018-03-08T10:30:00,2018-03-08T10:30:00,0,1,Graffiti,32.736669,-117.10339,9,8
6818,2018-02-28T10:49:00,2018-03-06T10:13:00,2018-03-06T10:13:00,0,1,Graffiti,32.7438504668,-117.11976531,3,6
6819,2018-02-28T10:48:00,2018-03-21T11:02:00,2018-03-21T11:02:00,0,1,Graffiti,32.736663,-117.103411,9,21
6820,2018-02-28T10:46:00,2018-03-08T10:27:00,2018-03-08T10:28:00,0,1,Graffiti,32.73662,-117.10341,9,8
6824,2018-02-28T10:05:00,2018-03-09T13:46:00,2018-03-09T13:46:00,0,1,Graffiti,32.7480052505,-117.118202923,9,9
6825,2018-02-28T09:38:00,2018-03-03T00:03:00,2018-03-03T00:04:00,0,1,Graffiti,32.7057079606,-117.146699842,8,3
6826,2018-02-28T09:37:00,2018-06-15T10:31:00,2018-06-15T10:31:00,0,1,Graffiti,32.7034135077,-117.145120968,8,107
6830,2018-02-28T08:29:00,2018-03-03T00:03:00,2018-03-03T00:04:00,0,1,Graffiti,32.8295718553,-117.181343967,6,3
6831,2018-02-28T07:34:00,2018-03-02T13:33:00,2018-03-02T13:33:00,0,1,Graffiti,32.7490354324,-117.168888141,3,2
6833,2018-02-28T06:46:00,2018-03-09T10:35:00,2018-03-09T10:35:00,0,1,Graffiti,32.753177,-117.116188,9,9
6834,2018-02-28T06:44:00,2018-03-09T10:32:00,2018-03-09T10:32:00,0,1,Graffiti,32.753151,-117.115731,9,9
6835,2018-02-28T06:34:00,2018-03-12T14:51:00,2018-03-12T14:51:00,0,1,Graffiti,32.753167,-117.111266,9,12
6836,2018-02-27T22:39:00,2018-03-28T10:45:00,2018-03-28T10:45:00,0,1,Graffiti,32.693879,-117.132347,8,29
6837,2018-02-27T18:48:00,2018-03-08T08:26:00,2018-03-08T08:26:00,0,1,Graffiti,32.7289847274,-117.214426399,2,9
6839,2018-02-27T18:09:00,2018-03-06T11:19:00,2018-03-06T11:19:00,0,1,Graffiti,32.7542211176,-117.251574841,2,7
6840,2018-02-27T17:33:00,2018-04-04T11:33:00,2018-04-04T11:33:00,0,1,Graffiti,32.7273270357,-117.164838403,3,36
6841,2018-02-27T16:42:00,2018-03-12T13:49:00,2018-03-12T13:50:00,0,1,Graffiti,32.7388919844,-117.180379881,2,13
6842,2018-02-27T16:14:00,2018-03-02T13:58:00,2018-03-02T13:59:00,0,1,Graffiti,32.7223943327,-117.071954726,4,3
6843,2018-02-27T15:50:00,2018-03-06T08:56:00,2018-03-06T08:56:00,0,1,Graffiti,32.7403894533,-117.184512159,2,7
6844,2018-02-27T15:30:00,2018-03-12T14:39:00,2018-03-12T14:39:00,0,1,Graffiti,32.6967328723,-117.114621888,9,13
6845,2018-02-27T14:22:00,2018-03-07T09:29:00,2018-03-07T09:29:00,0,1,Graffiti,32.922076,-117.066697,5,8
6846,2018-02-27T11:06:00,2018-03-02T10:27:00,2018-03-02T10:27:00,0,1,Graffiti,32.7977033333,-117.240136667,2,3
6847,2018-02-27T10:56:00,2018-03-16T15:05:00,2018-03-16T15:05:00,0,1,Graffiti,32.5691286871,-117.071550278,8,17
6849,2018-02-27T10:40:00,2018-03-13T10:15:00,2018-03-13T10:16:00,0,1,Graffiti,33.0226988,-117.0807327,5,14
6850,2018-02-27T10:01:00,2018-03-08T08:28:00,2018-03-08T08:28:00,0,1,Graffiti,32.816676,-117.15636,6,9
6851,2018-02-27T08:34:00,2018-03-12T14:29:00,2018-03-12T14:29:00,0,1,Graffiti,32.7202248509,-117.085320505,4,13
6852,2018-02-27T07:14:00,2018-03-06T08:27:00,2018-03-06T08:27:00,0,1,Graffiti,32.7092666667,-117.158363833,3,7
6854,2018-02-27T04:23:00,2018-03-02T10:24:00,2018-03-02T10:24:00,0,1,Graffiti,32.6968116667,-117.089263833,4,3
6855,2018-02-27T04:22:00,2018-03-03T00:03:00,2018-03-03T00:05:00,0,1,Graffiti,32.6968116667,-117.089263833,4,4
